epoch,loss,val_loss
0,0.714106882918,0.693519357058
1,0.695409855749,0.693350476052
2,0.695411109303,0.692335306649
3,0.625340139344,0.776092590799
4,0.568563967026,0.818134393257
5,0.542583570154,0.603989558437
6,0.527160434221,0.695002257306
7,0.506188980712,0.649966911797
8,0.4914602845,0.649900081016
9,0.468912066615,0.761701862822
10,0.451233345635,0.660140841639
11,0.425877883539,0.689774519973
12,0.396445343717,0.85816611093
13,0.379403682942,0.939766544078
14,0.354903482759,0.911873446446
15,0.329446820921,1.04273080714
16,0.29582011465,1.01168436278
17,0.27131503442,1.12276610409
18,0.240833737021,1.33775591661
19,0.21928043189,1.79528694836
20,0.200783760178,1.83028252339
21,0.187512902674,1.74651946069
22,0.172956237139,1.85180784721
23,0.156534775309,2.12259773028
24,0.153774016272,1.99738103298
25,0.131333769053,2.16101887274
26,0.128614244649,1.87958704839
27,0.118223438816,2.29645272326
28,0.114636536778,1.85992653049
29,0.106037266721,2.32530681045
30,0.0926513809152,2.52617251166
