epoch,loss,val_loss
0,1.4368238092582917,1.0672729416428326
1,0.9077178830298308,0.777039274434063
2,0.7455463147609034,0.6928638191980736
3,0.7031961662747036,0.6653405728741227
4,0.6799453524785621,0.6456795067430656
5,0.6690369933565087,0.6383269117257305
6,0.6595531651906879,0.6585100243024737
7,0.6555009088783621,0.645739900174542
8,0.6527576123442606,0.6309166182981474
9,0.6460700965373316,0.614890679020748
10,0.6433989968255301,0.6351041743688495
11,0.6371859362192243,0.6133453823695673
12,0.6379447685223874,0.615314381701924
13,0.6315293768856013,0.6576191058782773
14,0.6366413820569761,0.609816912735734
15,0.624591366152897,0.6111462160805675
16,0.6265115108445426,0.6300251127403473
17,0.6273295996345092,0.654661776863526
18,0.622679595635316,0.6134318280442853
19,0.6222851889155735,0.6191030038851444
20,0.6179865693377558,0.6283834058547688
21,0.6173858737277094,0.5964487061322292
22,0.6151230513492477,0.6174120267974996
23,0.6178370608347599,0.5934841916939922
24,0.6132521434365031,0.608446210344261
25,0.6133853353072549,0.5954799702234357
26,0.6037555364804847,0.5952685726023166
27,0.6071568905750168,0.5935307752306216
28,0.6089414430555896,0.6505914341623538
29,0.601946687029901,0.5924837812085018
30,0.5975349016278704,0.6462164816455306
31,0.6005189463356945,0.6197445158646485
32,0.6004261870250523,0.6022127978155546
33,0.5960962566259865,0.607119560798752
34,0.592652389936358,0.6106331883189834
35,0.5920407187158816,0.6298843059584359
36,0.5900058072304057,0.6347115374057093
37,0.595561544471812,0.5997182988674841
38,0.5920144547925932,0.6572702410065125
39,0.5891545336937236,0.5780059684102781
40,0.5958556159634456,0.6977747316672424
41,0.5899808579516188,0.5908692774371566
42,0.5874708512119043,0.6680329887666435
43,0.5824689257924802,0.6763273471983794
44,0.5854535593050663,0.6614654543243836
45,0.5851478543236991,0.6311179360496664
46,0.5809510801440088,0.5793119652248989
47,0.5839040006432578,0.574014789033159
48,0.5781586022577553,0.5756664404245181
49,0.5780532387929542,0.5984035724791411
50,0.5725064907118539,0.7451415028527518
51,0.5804771936942483,0.5870695749175883
52,0.5748035999659066,0.6108614028057205
53,0.5802589014311818,0.595934812710664
54,0.5833497526489686,0.588250687746244
55,0.5775157731270122,0.5841087888334399
56,0.5765279904704228,0.6087300209241493
57,0.5668551208816957,0.5816926688791435
58,0.5768451673962246,0.576091075054953
59,0.576791783916616,0.5794559355094054
60,0.5723254675063018,0.611967457789127
61,0.5740781008640182,0.5810811770296542
62,0.5729334616215429,0.5856218421570608
63,0.5744335484281878,0.5790900671593496
64,0.5795477539579444,0.5714915339077744
65,0.5748766493574481,0.572915201432237
66,0.572495919521724,0.5776980797821116
67,0.5634433699545459,0.616414430542527
68,0.5710595651207683,0.6052198398893125
69,0.5665044177358396,0.6839229102446654
70,0.5678452024950045,0.5651318753991171
71,0.5703120382032661,0.5791039561556879
72,0.5712962328830612,0.588956947081557
73,0.5672024360326963,0.5680072207317174
74,0.5649551058484015,0.582713478079466
75,0.5684059070092495,0.56418045547521
76,0.563319829022773,0.6475638123316185
77,0.5641293063342014,0.6254888143494864
78,0.5599905051917673,0.7201309911558561
79,0.5633329361955696,0.5657856080019585
80,0.5601568901650259,0.5719382790761574
81,0.561937300958366,0.7120028472392359
82,0.5662258757609073,0.5713174393243878
83,0.5701411466732204,0.5707328107869514
84,0.5619079598756594,0.5745615268422064
85,0.5552685494734863,0.614583691703939
86,0.5588550634473284,0.5843262427321104
87,0.5574005697375146,0.5950737411730758
88,0.5648877130490597,0.5707528903105549
89,0.5608203940302412,0.6255830459505598
90,0.5620347083171952,0.5760136842727661
91,0.5653131125129272,0.5839926411058302
92,0.5558729862498346,0.5689108566703084
93,0.5600842148344093,0.6324378792370591
94,0.5534594240032624,0.5624423411404975
95,0.5583275999421271,0.5755129216987396
96,0.5568935060612509,0.568625469074071
97,0.555837217335389,0.6672454910857655
98,0.5515550603376371,0.628752293987809
99,0.5598104470801131,0.5666376597413393
100,0.5598931267996815,0.5629800769770257
101,0.5507730713514524,0.6506246779566613
102,0.5480625754761919,0.5777801620626004
103,0.5630199697530158,0.5923351300096957
104,0.5599616994367582,0.6087263248791205
105,0.5507727220793751,0.568425258186376
106,0.5577323353179148,0.6042696337833583
107,0.5500344436302363,0.6195461114990377
108,0.554376636431596,0.5526987158249472
109,0.5595122191393487,0.5830346713556307
110,0.5538869341400182,0.5541382794068238
111,0.5554606780827602,0.5764463566174017
112,0.5473257303237915,0.6304036986047976
113,0.5555801341466815,0.5612597008731878
114,0.5569973844234074,0.6164552563818816
115,0.5479068193480233,0.5615078951710852
116,0.546247101832773,0.5731034423703345
117,0.5543508081235619,0.5859191774207855
118,0.5543231354138561,0.5985776369816789
119,0.5526760655028797,0.5705772214960829
120,0.5540605560641423,0.5551497991954055
121,0.5461902554347137,0.5726939696017826
122,0.5556596673537637,0.5657831213184606
123,0.5558168308757175,0.615235452340028
124,0.5558766884224438,0.5724606046052737
125,0.5510400996029934,0.5627344596051724
126,0.5500195864762101,0.5797540467476177
127,0.5489420832317566,0.5639962002495739
128,0.5492591412267952,0.5974245996118706
129,0.5529791774036729,0.5666636802325739
130,0.5489811841572556,0.5652844276383658
131,0.5470821584496542,0.6000456392207992
132,0.5490910795247443,0.5821191529247248
133,0.5542271783418744,0.5734439068865553
