epoch,loss,val_loss
0,1.7227269607497768,1.473249158551616
1,1.4074045081385527,1.3706996107614169
2,1.3386943123047192,1.3328846539220502
3,1.3072248969049203,1.3127489243784258
4,1.2822961048865045,1.3044511041333597
5,1.2708727971130196,1.2785388705550984
6,1.2568655454960138,1.2768532973463818
7,1.247708948250176,1.2828087306791736
8,1.2363315173741067,1.2645569770566878
9,1.2284622201201254,1.2580323501299786
10,1.2200525878016069,1.2547847032546997
11,1.2103117046215106,1.2638085234549739
12,1.2031398806382765,1.2524431149164836
13,1.193165301875773,1.2495638311550181
14,1.1885481095586596,1.2628627592517483
15,1.1799198716939017,1.246921221415202
16,1.1721034822002223,1.261498252550761
17,1.1675341008249833,1.2594360600235641
18,1.1575150690226244,1.2690072239086192
19,1.1542397390377144,1.2423732767822921
20,1.1444524873721977,1.2472847700119019
21,1.1401631063315079,1.2187321070701844
22,1.138907295148807,1.2255351671608545
23,1.131383534558443,1.2320042117949455
24,1.1265203078961965,1.2276514563509213
25,1.1192481273280428,1.2349707247108541
26,1.1194489982678093,1.2178616664742912
27,1.1129291931414012,1.2484821914344706
28,1.104737049553646,1.277577998817608
29,1.100117985402167,1.23091112413714
30,1.101377456398241,1.2660498260169901
31,1.0934215113069679,1.2940237188851962
32,1.0903169780107818,1.2949269445993568
33,1.0893376591867783,1.2443719397309005
34,1.0888658438501697,1.2232215404510498
35,1.0770400097968198,1.2721266733702792
36,1.079875102039945,1.2915328292436496
37,1.073908459362602,1.2750457230434622
38,1.0682805584995396,1.294734743333632
39,1.0703469305609246,1.3125958211960331
40,1.066187188540358,1.2502883326622747
41,1.0628579482987333,1.2598732889339488
42,1.0585760914726232,1.3540611138907812
43,1.0551717135436438,1.2163714016637495
44,1.052586589231536,1.2743193744331278
45,1.0490993537915658,1.3066131120087
46,1.0519143631575327,1.3038744836725213
47,1.047713856049328,1.253528574461578
48,1.049384421442849,1.2595262796648088
49,1.0404320755659051,1.2311794129751061
50,1.0399547050523534,1.3591359071834113
51,1.038248740111571,1.3122373947533228
52,1.0401121684987031,1.314755796104349
53,1.0373904540703933,1.2400483944082772
54,1.0309233620572427,1.3233658690606394
55,1.0345364882389652,1.2546697073085333
56,1.0259384128497444,1.3385520212111934
57,1.0291615350180692,1.352507439992761
58,1.0310139802372849,1.2948579506207538
59,1.0288407331596867,1.3174134518510552
60,1.0227528804087687,1.3257224764875186
61,1.021504730647574,1.292927974013872
62,1.029223965091359,1.243496758963472
63,1.0213474003196004,1.3618716475784138
64,1.0211230770565154,1.2595594442018898
65,1.0175456324919165,1.351516209622865
66,1.0171636116127882,1.2921380509612381
67,1.0138341367605475,1.3017610260235366
68,1.0208373450158663,1.3681150713274557
