epoch,loss,val_loss
0,1.8116053297915677,1.6387654586803693
1,1.5719695453128002,1.5485068931170036
2,1.4912255429746,1.5114858565886329
3,1.4501746204103325,1.5069713928948152
4,1.419472452740949,1.486828497582418
5,1.3966675988641057,1.4687283457422549
6,1.3848315792793418,1.459609962533588
7,1.3672325046116427,1.505892881879046
8,1.352601174307729,1.4658259562919476
9,1.3498754843103506,1.4400617697487579
10,1.3329766755548527,1.4684124719877185
11,1.3265826931665536,1.4714060069593184
12,1.315424165581212,1.513254657552286
13,1.3114313456945417,1.4337681147218482
14,1.3036587180604777,1.4521509464533051
15,1.2950339388015126,1.4529389725141
16,1.29040746299252,1.4994188421343002
17,1.2842491648505372,1.528219050571231
18,1.2770126749465966,1.511216367241795
19,1.2695726167392036,1.499707166841425
20,1.2654791970887675,1.560494390733403
21,1.2567092993271318,1.5479156347871559
22,1.2489859297945896,1.5032678669947057
23,1.247819186903116,1.521938893692625
24,1.2488446807879618,1.4921922193714445
25,1.2323250099759382,1.5689264726053718
26,1.2340214134863066,1.5444200691269951
27,1.2315429168411447,1.6209853779318875
28,1.224521859715531,1.5812565355944488
29,1.22367951004817,1.54919829573368
30,1.2187972073359283,1.530398742406646
31,1.216459367373093,1.7075257944914461
32,1.2116038252212646,1.5470249705519412
33,1.2120424586783711,1.6909835228890728
34,1.1992822085480421,1.6575074994490921
35,1.2003108784847896,1.7492981536256755
36,1.2013968543344227,1.6868871694693537
37,1.191107126145606,1.592016752804715
38,1.1851530462286233,1.678234039786403
