epoch,loss,val_loss
0,2.03348097026,1.69087055417
1,1.63867321625,1.61471768172
2,1.60498264246,1.59593249464
3,1.58619460846,1.57716866505
4,1.5720862655,1.56329767104
5,1.56189204776,1.55916592753
6,1.55071996701,1.55846212759
7,1.54092345112,1.57250223716
8,1.5327103785,1.53670505585
9,1.52716713053,1.54019955623
10,1.5191998142,1.52447584655
11,1.51400116325,1.51392083738
12,1.50749726848,1.52258516016
13,1.49836669395,1.5333606641
14,1.49311301102,1.5023974151
15,1.48440137379,1.4956593923
16,1.47948319189,1.48746198379
17,1.47651223067,1.57087421929
18,1.46856694963,1.63184974018
19,1.46699527415,1.47797552135
20,1.45799373103,1.49595477025
21,1.44890386271,1.49876491716
22,1.44287585787,1.48139951566
23,1.44191522762,1.4788014428
24,1.43388534319,1.48515282818
25,1.43250343522,1.4895291109
26,1.42439634109,1.48416017023
27,1.41744438784,1.46678580024
28,1.41705016112,1.47650570884
29,1.40736630085,1.46688253163
30,1.40420806554,1.52264865776
31,1.39281048521,1.50484543051
32,1.39722037425,1.53262400847
33,1.39084111917,1.49847733097
34,1.38670277157,1.65322509573
35,1.37625667392,1.47310129996
36,1.37979724323,1.49147553678
37,1.37639718839,1.50795031545
38,1.37113554422,1.50115798587
39,1.36503891589,1.58849218872
40,1.36546904038,1.53768185531
41,1.35960372079,1.68618259986
42,1.35549480155,1.64162506282
43,1.35994932054,1.55481922553
44,1.35799787023,1.52958914766
45,1.34751370358,1.48139760684
46,1.3454264599,1.50384007422
47,1.34514935711,1.57187523944
48,1.34593715341,1.49232743635
49,1.34358261017,1.5895711381
50,1.33592621252,1.52155402394
51,1.34002718758,1.77723508013
52,1.34645224061,1.51129863306
