epoch,loss,val_loss
0,1.36159984458,1.32204680209
1,1.28296038162,1.27536422575
2,1.23421895235,1.24204899996
3,1.2035797462,1.22405419026
4,1.17999964315,1.19748053564
5,1.15441525532,1.19823050275
6,1.13572528066,1.21113206126
7,1.12502812129,1.19531241107
8,1.10834536181,1.21798621487
9,1.09710371895,1.22059010802
10,1.07958564487,1.21911643558
11,1.07120159042,1.22013513455
12,1.05630088508,1.18573589319
13,1.04792757105,1.19978353782
14,1.03458436271,1.23662019209
15,1.02343757818,1.22888075632
16,1.01654284429,1.19964315222
17,1.01074307057,1.26240168961
18,1.00234904795,1.22879361481
19,0.99140322517,1.2177747081
20,0.980763897149,1.24607778925
21,0.976818997786,1.25556925836
22,0.970847990682,1.21511433762
23,0.959361597926,1.25554263095
24,0.959133987048,1.25007335489
25,0.946259937033,1.25483444413
26,0.942332557126,1.2825557378
27,0.938971749451,1.27684025723
28,0.931696788228,1.30432882697
29,0.937349793149,1.3405859512
30,0.925005470115,1.36583924614
31,0.910746551895,1.39022977602
32,0.909343047918,1.30406887845
33,0.901336157651,1.28909046131
34,0.897294596709,1.33859174675
35,0.900771374781,1.43620215132
36,0.891593534151,1.49043601062
37,0.884699987379,1.36719197339
