epoch,loss,val_loss
0,1.40726543351,1.36524137291
1,1.35175109288,1.35716968372
2,1.32382164113,1.35655255414
3,1.29980867031,1.33063352027
4,1.27067288534,1.32476727141
5,1.25948879146,1.30693526606
6,1.24425165659,1.28914258045
7,1.23412252697,1.30251222366
8,1.23757762053,1.33607074135
9,1.2056304668,1.38551540391
10,1.20101048141,1.30042814886
11,1.19142322304,1.32677763459
12,1.1762076213,1.287205622
13,1.16555347681,1.31214802169
14,1.15156765831,1.48559023158
15,1.14314834874,1.33921030083
16,1.13412799147,1.31971655585
17,1.12172712582,1.29628364299
18,1.10415871698,1.31423427044
19,1.09990347201,1.30132219195
20,1.09197561213,1.33903697214
21,1.0770370421,1.37955349684
22,1.06493012333,1.36866494933
23,1.05412869393,1.32341097013
24,1.03565601551,1.35491339661
25,1.03598395811,1.38223252345
26,1.01417525742,1.4243632998
27,1.01053009534,1.49147070743
28,0.999959162076,1.49198536535
29,0.985816274716,1.3568995595
30,0.978052091139,1.36595870514
31,0.970163633228,1.40743819201
32,0.962063523171,1.43011304897
33,0.956491363677,1.47163852566
34,0.935495387525,1.43637713468
35,0.932598490939,1.50264706724
36,0.932257760393,1.64988975992
37,0.917485654334,1.47180641583
