epoch,loss,val_loss
0,0.695128094755,0.667851980898
1,0.65161443525,0.701647772332
2,0.631342628709,0.673828120442
3,0.607343484148,0.804622562975
4,0.587933277713,0.639185431571
5,0.572217174412,0.740625709274
6,0.558689892194,0.655378774796
7,0.552412267777,0.708119517422
8,0.542011593012,0.635649813411
9,0.530326554008,0.65344112265
10,0.521080223123,0.66279083447
11,0.504469739364,0.697928611371
12,0.499904499185,0.683097859368
13,0.489131068042,0.797524905778
14,0.482279978828,0.711903982369
15,0.461346724154,0.76581062536
16,0.459473078768,0.847761553652
17,0.446369424538,0.843164202078
18,0.435458754145,0.811079942477
19,0.423294125435,1.03470875934
20,0.423651349453,0.78977031054
21,0.409590195607,0.710035761776
22,0.400305011979,0.92597936707
23,0.386990540234,1.027174032
24,0.375836228866,1.06257306366
25,0.360315837666,0.754473349949
26,0.361058055486,1.05109355872
27,0.353115191701,0.931280060485
28,0.344918812962,0.958214433803
29,0.339226930134,1.23787698846
30,0.322324754484,1.11348203708
31,0.319285793378,0.98361751969
32,0.318177971384,1.85537974659
33,0.31103839817,1.28555549528
